Date,^GSPC_OpenT-0,^GSPC_VolumeT-0,^GSPC_VolumeT-1,^GSPC_VolumeT-2,^GSPC_High/Open,^GSPC_Low/Open,^GSPC_Close/Open,^VIX_OpenT-0,^VIX_High/Open,^VIX_Low/Open,^VIX_Close/Open,MMM_OpenT-0,MMM_VolumeT-0,MMM_VolumeT-1,MMM_VolumeT-2,MMM_High/Open,MMM_Low/Open,MMM_Close/Open
2009-01-05,0.52271066670158,1.3823274080268508,1.0335895810561788,1.0653818059617897,1.0080286945731005,0.9896251986435511,0.9981489167413192,2.1119849504303985,1.0249744890430945,0.9760447769600012,0.995922528240442,0.9840807041274678,1.2579954541355212,1.771531810421237,1.3376034959804592,1.0,0.99983429991715,0.99983429991715
2009-01-06,0.5238357798160047,1.3768914568350334,1.3822598217944595,1.0335526519961789,1.0136172699200936,0.9958225092399698,1.0037909609034295,2.048474649042218,1.0333683911358804,0.9810824755364563,1.013137151520306,0.9840807041274678,1.6584184103590291,1.257754223218091,1.771240539565147,1.00016570008285,1.0,1.0
2009-01-07,0.5217430857373148,1.2013069140642993,1.376824136382991,1.382210435116391,1.0,0.9729580929694355,0.9775729282108199,2.168498252493099,1.0876147657578863,0.9957805411819176,1.076942117722956,0.9840807041274678,1.5349546655234474,1.6581003950646982,1.257547426395594,1.0,0.9996685998342999,0.99983429991715
2009-01-08,0.5095243393128517,1.2744867154305164,1.2012481784798095,1.3767749439161996,1.0047144514306572,0.9901516100858228,1.0044163272590358,2.3348089855259344,1.0281234894392925,0.9810972802882139,0.9810972802882139,0.9837545796190577,1.3147220396005181,1.5346603254119944,1.657827774319921,1.0003315100281784,1.0,1.0003315100281784
2009-01-09,0.5118758217841036,1.2042585155568972,1.2744244018607873,1.201205259155862,1.0022200218262691,0.9762614152598148,0.9785033711241672,2.216399995563808,1.0473531083050025,0.9968431034482759,1.0398251578436135,0.9840807041274678,1.2212900164816995,1.3144699308963603,1.5344080003765868,1.0,0.9996685998342999,0.9996685998342999
2009-01-12,0.5009003720432742,1.2064415772144848,1.2041996356595452,1.2743788680279542,1.0,0.9707097750482541,0.9773809372673601,2.2637636238420047,1.1084164976600928,0.9971468854696414,1.0898715860705759,0.9837545796190577,1.3948066308452196,1.221055824132152,1.314253809018207,1.0001657550140892,0.9998342449859108,1.0
2009-01-13,0.48930605552152506,1.4215331527663315,1.2063825905805436,1.2041566108831618,1.008312399754967,0.9910668572913817,1.0022994056618113,2.46721165120556,1.0270506544502618,0.9430628272251308,0.943935427574171,0.9835915173648526,1.4782280800584504,1.3945391652656818,1.2208550611691973,1.0001657824933687,0.9998342175066313,0.9998342175066313
2009-01-14,0.48789406725330636,1.3807877750683417,1.4214636496446713,1.206339487809495,1.0,0.9650054942058397,0.9715662379215237,2.488740656330026,1.1148355702925792,0.9978373054568641,1.0627161953842477,0.9832653928564425,1.5082598017752136,1.477944617733725,1.3943098786030723,1.0001658374792703,0.9998341625207297,1.0
2009-01-15,0.4736669899816992,1.9934416879960015,1.3807202641133345,1.4214128622553943,1.011401604667533,0.9703678044913574,1.0020784095069823,2.6448250015931407,1.1225071453501656,1.0,1.037851058971328,0.9832653928564425,1.5950181089569737,1.5079705806222206,1.4777016177539737,1.0001658374792703,0.9998341625207297,1.0
2009-01-16,0.47505089148868596,1.7326717813865635,1.9933442225096047,1.3806709324420297,1.0161998849021272,0.9836697983254928,1.006714409283471,2.744934428697285,1.0,0.9011764509803922,0.9041176666666666,0.9834284551106476,1.8753141783134293,1.5947122511889853,1.5077226438482982,1.000165809981761,0.9998341900182391,1.000165809981761
2009-01-20,0.4779705617082879,1.6277801369943385,1.732587065741779,1.9932730024337226,1.0,0.9468362562937905,0.947718983080146,2.697570800419088,1.1444533548374571,0.9830407219281868,1.1302873729107616,0.9835915173648526,1.8953353261246046,1.8749545714816105,1.5944500525652359,1.0,0.9993368700265252,0.9993368700265252
2009-01-21,0.45385376491337537,1.6514235883969821,1.6277005498241923,1.7325251622426738,1.0433208350999457,0.9969383691277968,1.0414863829471501,2.7729219954212576,1.0504658190993788,0.8957686723602484,0.9010092779503105,0.9831023306022375,1.9654093434637185,1.8949718800739408,1.8746462961122647,1.0001658649859015,0.999668270028197,1.0
